activity_id,hcp_id,activity_date,sales_rep_id,channel,topic,duration_minutes,engagement_score,sentiment,sample_dropped,follow_up_requested
ACT0001150,HCP0092,2024-08-02,REP016,In-person,Adherence support,8,45.2,Positive,False,False
ACT0001151,HCP0064,2025-02-14,REP008,Email,Clinical evidence,2,34.3,Positive,False,True
ACT0001152,HCP0123,2025-05-05,REP011,Phone,Adherence support,9,75.7,Positive,True,False
ACT0001153,HCP0063,2025-07-24,REP005,Phone,Patient access,42,58.6,Positive,False,False
ACT0001154,HCP0026,2024-10-07,REP016,In-person,Dosing discussion,23,72.6,Neutral,True,False
ACT0001155,HCP0015,2024-05-04,REP003,Email,Prior authorization,1,69.4,Positive,False,True
ACT0001156,HCP0021,2025-10-03,REP011,Video,Prior authorization,43,76.5,Neutral,False,True
ACT0001157,HCP0117,2024-10-16,REP011,Email,Patient access,2,70.1,Positive,False,True
ACT0001158,HCP0072,2024-11-13,REP010,Phone,Prior authorization,19,77.5,Positive,False,False
ACT0001159,HCP0049,2025-01-23,REP006,In-person,Adherence support,17,99.8,Neutral,False,False
ACT0001160,HCP0035,2024-04-04,REP004,Email,Patient access,1,72.5,Neutral,False,False
ACT0001161,HCP0072,2025-07-17,REP017,Phone,Dosing discussion,11,77.1,Negative,True,True
ACT0001162,HCP0113,2025-11-01,REP024,In-person,Adherence support,23,68.1,Neutral,False,True
ACT0001163,HCP0010,2024-05-24,REP006,Email,Prior authorization,6,28.0,Negative,False,False
ACT0001164,HCP0090,2025-05-15,REP003,In-person,Adherence support,33,63.2,Positive,False,False
ACT0001165,HCP0025,2025-05-30,REP005,In-person,New indication,33,92.8,Neutral,True,False
ACT0001166,HCP0051,2024-09-23,REP008,Email,Dosing discussion,1,75.6,Positive,False,False
ACT0001167,HCP0109,2024-07-20,REP010,In-person,New indication,33,56.3,Neutral,False,True
ACT0001168,HCP0089,2024-11-28,REP008,Phone,New indication,44,73.4,Positive,True,True
ACT0001169,HCP0055,2024-05-25,REP003,Email,New indication,3,43.7,Positive,False,False
ACT0001170,HCP0112,2024-11-06,REP019,In-person,Patient access,18,79.8,Positive,False,False
ACT0001171,HCP0049,2024-10-18,REP002,In-person,Patient access,41,56.2,Neutral,True,False
ACT0001172,HCP0042,2024-11-22,REP009,In-person,Adherence support,54,69.4,Neutral,False,False
ACT0001173,HCP0033,2024-05-23,REP020,Email,Patient access,4,45.6,Neutral,False,False
ACT0001174,HCP0104,2025-11-26,REP016,Conference,New indication,35,70.3,Neutral,False,False
ACT0001175,HCP0120,2024-11-14,REP005,Phone,Patient access,19,17.9,Positive,True,False
ACT0001176,HCP0041,2025-01-28,REP003,Conference,Prior authorization,43,57.3,Neutral,False,True
ACT0001177,HCP0085,2025-01-31,REP016,Video,New indication,9,50.7,Neutral,True,False
ACT0001178,HCP0077,2024-10-16,REP001,Video,Dosing discussion,41,51.4,Positive,False,True
ACT0001179,HCP0062,2024-09-28,REP008,Phone,Prior authorization,30,0.0,Positive,False,True
ACT0001180,HCP0058,2024-05-19,REP021,Email,Dosing discussion,2,52.1,Positive,True,False
ACT0001181,HCP0120,2025-11-18,REP009,Email,Clinical evidence,1,71.1,Positive,True,False
ACT0001182,HCP0110,2025-07-14,REP009,In-person,Patient access,30,48.0,Positive,False,False
ACT0001183,HCP0072,2025-05-07,REP004,In-person,Dosing discussion,27,75.2,Neutral,False,False
ACT0001184,HCP0070,2025-04-04,REP012,Conference,Adherence support,46,83.9,Positive,False,True
ACT0001185,HCP0117,2024-10-22,REP006,Phone,Patient access,18,71.8,Positive,False,False
ACT0001186,HCP0031,2025-04-24,REP001,Video,Prior authorization,27,73.6,Neutral,True,False
ACT0001187,HCP0020,2025-11-23,REP015,In-person,Dosing discussion,30,71.2,Positive,False,True
ACT0001188,HCP0096,2024-03-18,REP001,In-person,Patient access,34,76.8,Positive,False,False
ACT0001189,HCP0052,2024-08-20,REP015,In-person,Dosing discussion,18,52.4,Positive,False,False
ACT0001190,HCP0007,2024-05-02,REP005,Email,New indication,5,48.7,Positive,False,False
ACT0001191,HCP0069,2025-04-12,REP008,In-person,Patient access,22,49.2,Positive,True,False
ACT0001192,HCP0120,2024-08-10,REP003,Email,Patient access,6,79.3,Neutral,False,True
ACT0001193,HCP0023,2024-12-09,REP006,Email,Adherence support,4,48.9,Neutral,False,False
ACT0001194,HCP0114,2024-02-16,REP010,In-person,New indication,17,59.9,Neutral,True,True
ACT0001195,HCP0080,2025-09-29,REP009,In-person,Prior authorization,35,57.2,Positive,False,False
ACT0001196,HCP0123,2025-11-23,REP025,Phone,Patient access,42,69.3,Neutral,False,True
ACT0001197,HCP0093,2024-11-16,REP003,Email,Dosing discussion,6,78.2,Neutral,False,False
ACT0001198,HCP0120,2025-02-20,REP013,Email,Adherence support,3,78.2,Positive,False,True
ACT0001199,HCP0030,2024-01-29,REP014,Phone,New indication,33,30.0,Positive,False,False
ACT0001200,HCP0058,2025-08-10,REP025,Email,Dosing discussion,4,72.7,Positive,False,True
